poe,date,arrivals,arrivals_male,arrivals_female
Dermaga Tawau,2023-11-01,4559,2251,2308
Gelang Patah,2020-01-01,484249,254400,229849
Gelang Patah,2020-02-01,254301,150190,104111
Gelang Patah,2020-03-01,150049,89501,60548
Gelang Patah,2020-04-01,13,11,2
Gelang Patah,2020-05-01,10,9,1
Gelang Patah,2020-06-01,23,21,2
Gelang Patah,2020-07-01,36,23,13
Gelang Patah,2020-08-01,49,44,5
Gelang Patah,2020-09-01,118,103,15
Gelang Patah,2020-10-01,168,151,17
Gelang Patah,2020-11-01,131,108,23
Gelang Patah,2020-12-01,55,44,11
Gelang Patah,2021-01-01,50,41,9
Gelang Patah,2021-02-01,39,32,7
Gelang Patah,2021-03-01,28,26,2
Gelang Patah,2021-04-01,27,25,2
Gelang Patah,2021-05-01,3,3,0
Gelang Patah,2021-06-01,5,4,1
Gelang Patah,2021-07-01,1,0,1
Gelang Patah,2021-08-01,3,3,0
Gelang Patah,2021-09-01,11,7,4
Gelang Patah,2021-10-01,12,12,0
Gelang Patah,2021-11-01,31,19,12
Gelang Patah,2021-12-01,32,17,15
Gelang Patah,2022-01-01,50,26,24
Gelang Patah,2022-02-01,38,25,13
Gelang Patah,2022-03-01,156,133,23
Gelang Patah,2022-04-01,115482,69061,46421
Gelang Patah,2022-05-01,199658,117592,82066
Gelang Patah,2022-06-01,340263,190598,149665
Gelang Patah,2022-07-01,341449,191992,149457
Gelang Patah,2022-08-01,321970,183758,138212
Gelang Patah,2022-09-01,377271,208748,168523
Gelang Patah,2022-10-01,372708,206273,166435
Gelang Patah,2022-11-01,352121,194220,157901
Gelang Patah,2022-12-01,439975,231680,208295
Gelang Patah,2023-01-01,353992,192788,161204
Gelang Patah,2023-02-01,297224,166196,131028
Gelang Patah,2023-03-01,385178,211303,173875
Gelang Patah,2023-04-01,351695,193840,157855
Gelang Patah,2023-05-01,372984,206521,166463
Gelang Patah,2023-06-01,502214,265274,236940
Gelang Patah,2023-07-01,461615,248063,213552
Gelang Patah,2023-08-01,416375,228182,188193
Gelang Patah,2023-09-01,456610,247212,209398
Gelang Patah,2023-10-01,424513,231921,192592
Gelang Patah,2023-11-01,473104,255283,217821
ICQ Durian Burung,2020-01-01,7248,4088,3160
ICQ Durian Burung,2020-02-01,6228,3502,2726
ICQ Durian Burung,2020-03-01,3863,2208,1655
ICQ Durian Burung,2020-04-01,0,0,0
ICQ Durian Burung,2020-05-01,0,0,0
ICQ Durian Burung,2020-06-01,0,0,0
ICQ Durian Burung,2020-07-01,0,0,0
ICQ Durian Burung,2020-08-01,0,0,0
ICQ Durian Burung,2020-09-01,0,0,0
ICQ Durian Burung,2020-10-01,0,0,0
ICQ Durian Burung,2020-11-01,0,0,0
ICQ Durian Burung,2020-12-01,0,0,0
ICQ Durian Burung,2021-01-01,0,0,0
ICQ Durian Burung,2021-02-01,0,0,0
ICQ Durian Burung,2021-03-01,0,0,0
ICQ Durian Burung,2021-04-01,0,0,0
ICQ Durian Burung,2021-05-01,0,0,0
ICQ Durian Burung,2021-06-01,0,0,0
ICQ Durian Burung,2021-07-01,0,0,0
ICQ Durian Burung,2021-08-01,0,0,0
ICQ Durian Burung,2021-09-01,0,0,0
ICQ Durian Burung,2021-10-01,0,0,0
ICQ Durian Burung,2021-11-01,0,0,0
ICQ Durian Burung,2021-12-01,0,0,0
ICQ Durian Burung,2022-01-01,0,0,0
ICQ Durian Burung,2022-02-01,0,0,0
ICQ Durian Burung,2022-03-01,0,0,0
ICQ Durian Burung,2022-04-01,0,0,0
ICQ Durian Burung,2022-05-01,133,62,71
ICQ Durian Burung,2022-06-01,580,282,298
ICQ Durian Burung,2022-07-01,1992,1036,956
ICQ Durian Burung,2022-08-01,3619,1991,1628
ICQ Durian Burung,2022-09-01,3974,2283,1691
ICQ Durian Burung,2022-10-01,6272,3507,2765
ICQ Durian Burung,2022-11-01,4620,2744,1876
ICQ Durian Burung,2022-12-01,5659,3394,2265
ICQ Durian Burung,2023-01-01,5677,3374,2303
ICQ Durian Burung,2023-02-01,5481,3158,2323
ICQ Durian Burung,2023-03-01,6550,3764,2786
ICQ Durian Burung,2023-04-01,4897,2744,2153
ICQ Durian Burung,2023-05-01,5188,2892,2296
ICQ Durian Burung,2023-06-01,2112,1167,945
ICQ Durian Burung,2023-07-01,694,404,290
ICQ Durian Burung,2023-08-01,194,99,95
ICQ Durian Burung,2023-09-01,61,34,27
ICQ Durian Burung,2023-10-01,259,123,136
ICQ Durian Burung,2023-11-01,431,242,189
ICQS Kudat,2020-01-01,15,10,5
ICQS Kudat,2020-02-01,25,19,6
ICQS Kudat,2020-03-01,5,4,1
ICQS Kudat,2020-04-01,0,0,0
ICQS Kudat,2020-05-01,0,0,0
ICQS Kudat,2020-06-01,0,0,0
ICQS Kudat,2020-07-01,0,0,0
ICQS Kudat,2020-08-01,0,0,0
ICQS Kudat,2020-09-01,0,0,0
ICQS Kudat,2020-10-01,0,0,0
ICQS Kudat,2020-11-01,0,0,0
ICQS Kudat,2020-12-01,0,0,0
ICQS Kudat,2021-01-01,0,0,0
ICQS Kudat,2021-02-01,0,0,0
ICQS Kudat,2021-03-01,0,0,0
ICQS Kudat,2021-04-01,0,0,0
ICQS Kudat,2021-05-01,0,0,0
ICQS Kudat,2021-06-01,0,0,0
ICQS Kudat,2021-07-01,0,0,0
ICQS Kudat,2021-08-01,0,0,0
ICQS Kudat,2021-09-01,0,0,0
ICQS Kudat,2021-10-01,0,0,0
ICQS Kudat,2021-11-01,0,0,0
ICQS Kudat,2021-12-01,0,0,0
ICQS Kudat,2022-01-01,0,0,0
ICQS Kudat,2022-02-01,0,0,0
ICQS Kudat,2022-03-01,0,0,0
ICQS Kudat,2022-04-01,0,0,0
ICQS Kudat,2022-05-01,0,0,0
ICQS Kudat,2022-06-01,0,0,0
ICQS Kudat,2022-07-01,5,3,2
ICQS Kudat,2022-08-01,3,2,1
ICQS Kudat,2022-09-01,13,10,3
ICQS Kudat,2022-10-01,0,0,0
ICQS Kudat,2022-11-01,6,3,3
ICQS Kudat,2022-12-01,0,0,0
ICQS Kudat,2023-01-01,5,2,3
ICQS Kudat,2023-02-01,5,4,1
ICQS Kudat,2023-03-01,16,8,8
ICQS Kudat,2023-04-01,16,8,8
ICQS Kudat,2023-05-01,3,2,1
ICQS Kudat,2023-06-01,6,3,3
ICQS Kudat,2023-07-01,18,13,5
ICQS Kudat,2023-08-01,10,9,1
ICQS Kudat,2023-09-01,0,0,0
ICQS Kudat,2023-10-01,4,3,1
ICQS Kudat,2023-11-01,16,11,5
Jeti Kuah Langkawi,2020-01-01,7868,4318,3550
Jeti Kuah Langkawi,2020-02-01,7268,3922,3346
Jeti Kuah Langkawi,2020-03-01,2918,1705,1213
Jeti Kuah Langkawi,2020-04-01,0,0,0
Jeti Kuah Langkawi,2020-05-01,4,2,2
Jeti Kuah Langkawi,2020-06-01,0,0,0
Jeti Kuah Langkawi,2020-07-01,0,0,0
Jeti Kuah Langkawi,2020-08-01,0,0,0
Jeti Kuah Langkawi,2020-09-01,0,0,0
Jeti Kuah Langkawi,2020-10-01,0,0,0
Jeti Kuah Langkawi,2020-11-01,0,0,0
Jeti Kuah Langkawi,2020-12-01,0,0,0
Jeti Kuah Langkawi,2021-01-01,0,0,0
Jeti Kuah Langkawi,2021-02-01,0,0,0
Jeti Kuah Langkawi,2021-03-01,0,0,0
Jeti Kuah Langkawi,2021-04-01,3,3,0
Jeti Kuah Langkawi,2021-05-01,0,0,0
Jeti Kuah Langkawi,2021-06-01,2,1,1
Jeti Kuah Langkawi,2021-07-01,3,1,2
Jeti Kuah Langkawi,2021-08-01,0,0,0
Jeti Kuah Langkawi,2021-09-01,0,0,0
Jeti Kuah Langkawi,2021-10-01,3,1,2
Jeti Kuah Langkawi,2021-11-01,5,4,1
Jeti Kuah Langkawi,2021-12-01,0,0,0
Jeti Kuah Langkawi,2022-01-01,2,1,1
Jeti Kuah Langkawi,2022-02-01,0,0,0
Jeti Kuah Langkawi,2022-03-01,0,0,0
Jeti Kuah Langkawi,2022-04-01,37,26,11
Jeti Kuah Langkawi,2022-05-01,38,32,6
Jeti Kuah Langkawi,2022-06-01,52,38,14
Jeti Kuah Langkawi,2022-07-01,86,69,17
Jeti Kuah Langkawi,2022-08-01,82,50,32
Jeti Kuah Langkawi,2022-09-01,127,88,39
Jeti Kuah Langkawi,2022-10-01,3084,1560,1524
Jeti Kuah Langkawi,2022-11-01,2564,1450,1114
Jeti Kuah Langkawi,2022-12-01,2992,1485,1507
Jeti Kuah Langkawi,2023-01-01,4250,2250,2000
Jeti Kuah Langkawi,2023-02-01,4385,2227,2158
Jeti Kuah Langkawi,2023-03-01,4523,2096,2427
Jeti Kuah Langkawi,2023-04-01,4878,2367,2511
Jeti Kuah Langkawi,2023-05-01,4042,1903,2139
Jeti Kuah Langkawi,2023-06-01,1608,711,897
Jeti Kuah Langkawi,2023-07-01,2449,1193,1256
Jeti Kuah Langkawi,2023-08-01,2023,890,1133
Jeti Kuah Langkawi,2023-09-01,1676,748,928
Jeti Kuah Langkawi,2023-10-01,2515,1108,1407
Jeti Kuah Langkawi,2023-11-01,4260,2064,2196
Jeti Kuala Perlis,2020-01-01,203,133,70
Jeti Kuala Perlis,2020-02-01,252,155,97
Jeti Kuala Perlis,2020-03-01,138,64,74
Jeti Kuala Perlis,2020-04-01,0,0,0
Jeti Kuala Perlis,2020-05-01,0,0,0
Jeti Kuala Perlis,2020-06-01,1,0,1
Jeti Kuala Perlis,2020-07-01,0,0,0
Jeti Kuala Perlis,2020-08-01,0,0,0
Jeti Kuala Perlis,2020-09-01,0,0,0
Jeti Kuala Perlis,2020-10-01,22,22,0
Jeti Kuala Perlis,2020-11-01,0,0,0
Jeti Kuala Perlis,2020-12-01,0,0,0
Jeti Kuala Perlis,2021-01-01,0,0,0
Jeti Kuala Perlis,2021-02-01,0,0,0
Jeti Kuala Perlis,2021-03-01,0,0,0
Jeti Kuala Perlis,2021-04-01,0,0,0
Jeti Kuala Perlis,2021-05-01,0,0,0
Jeti Kuala Perlis,2021-06-01,0,0,0
Jeti Kuala Perlis,2021-07-01,0,0,0
Jeti Kuala Perlis,2021-08-01,0,0,0
Jeti Kuala Perlis,2021-09-01,0,0,0
Jeti Kuala Perlis,2021-10-01,0,0,0
Jeti Kuala Perlis,2021-11-01,0,0,0
Jeti Kuala Perlis,2021-12-01,0,0,0
Jeti Kuala Perlis,2022-01-01,0,0,0
Jeti Kuala Perlis,2022-02-01,0,0,0
Jeti Kuala Perlis,2022-03-01,0,0,0
Jeti Kuala Perlis,2022-04-01,0,0,0
Jeti Kuala Perlis,2022-05-01,0,0,0
Jeti Kuala Perlis,2022-06-01,0,0,0
Jeti Kuala Perlis,2022-07-01,0,0,0
Jeti Kuala Perlis,2022-08-01,0,0,0
Jeti Kuala Perlis,2022-09-01,0,0,0
Jeti Kuala Perlis,2022-10-01,0,0,0
Jeti Kuala Perlis,2022-11-01,0,0,0
Jeti Kuala Perlis,2022-12-01,0,0,0
Jeti Kuala Perlis,2023-01-01,0,0,0
Jeti Kuala Perlis,2023-02-01,4,4,0
Jeti Kuala Perlis,2023-03-01,0,0,0
Jeti Kuala Perlis,2023-04-01,0,0,0
Jeti Kuala Perlis,2023-05-01,0,0,0
Jeti Kuala Perlis,2023-06-01,0,0,0
Jeti Kuala Perlis,2023-07-01,0,0,0
Jeti Kuala Perlis,2023-08-01,0,0,0
Jeti Kuala Perlis,2023-09-01,0,0,0
Jeti Kuala Perlis,2023-10-01,0,0,0
Jeti Kuala Perlis,2023-11-01,0,0,0
Jeti Kukup,2020-01-01,13505,10873,2632
Jeti Kukup,2020-02-01,14650,12080,2570
Jeti Kukup,2020-03-01,9255,7616,1639
Jeti Kukup,2020-04-01,25,22,3
Jeti Kukup,2020-05-01,22,21,1
Jeti Kukup,2020-06-01,23,23,0
Jeti Kukup,2020-07-01,25,25,0
Jeti Kukup,2020-08-01,26,26,0
Jeti Kukup,2020-09-01,26,26,0
Jeti Kukup,2020-10-01,23,23,0
Jeti Kukup,2020-11-01,23,23,0
Jeti Kukup,2020-12-01,25,25,0
Jeti Kukup,2021-01-01,25,25,0
Jeti Kukup,2021-02-01,25,25,0
Jeti Kukup,2021-03-01,26,26,0
Jeti Kukup,2021-04-01,25,25,0
Jeti Kukup,2021-05-01,19,19,0
Jeti Kukup,2021-06-01,22,22,0
Jeti Kukup,2021-07-01,22,22,0
Jeti Kukup,2021-08-01,23,23,0
Jeti Kukup,2021-09-01,22,22,0
Jeti Kukup,2021-10-01,23,23,0
Jeti Kukup,2021-11-01,24,24,0
Jeti Kukup,2021-12-01,23,23,0
Jeti Kukup,2022-01-01,23,23,0
Jeti Kukup,2022-02-01,24,24,0
Jeti Kukup,2022-03-01,24,24,0
Jeti Kukup,2022-04-01,17,17,0
Jeti Kukup,2022-05-01,1568,1234,334
Jeti Kukup,2022-06-01,6197,5005,1192
Jeti Kukup,2022-07-01,8570,7022,1548
Jeti Kukup,2022-08-01,9879,8407,1472
Jeti Kukup,2022-09-01,10900,9196,1704
Jeti Kukup,2022-10-01,12680,10718,1962
Jeti Kukup,2022-11-01,11960,10084,1876
Jeti Kukup,2022-12-01,12045,9826,2219
Jeti Kukup,2023-01-01,12787,10681,2106
Jeti Kukup,2023-02-01,11994,10071,1923
Jeti Kukup,2023-03-01,13681,11576,2105
Jeti Kukup,2023-04-01,4611,3311,1300
Jeti Kukup,2023-05-01,10540,8854,1686
Jeti Kukup,2023-06-01,4749,3681,1068
Jeti Kukup,2023-07-01,3544,2658,886
Jeti Kukup,2023-08-01,3988,3239,749
Jeti Kukup,2023-09-01,5994,4879,1115
Jeti Kukup,2023-10-01,6644,5407,1237
Jeti Kukup,2023-11-01,7212,5847,1365
Jeti Menumbok,2020-01-01,0,0,0
Jeti Menumbok,2020-02-01,0,0,0
Jeti Menumbok,2020-03-01,0,0,0
Jeti Menumbok,2020-04-01,0,0,0
Jeti Menumbok,2020-05-01,0,0,0
Jeti Menumbok,2020-06-01,0,0,0
Jeti Menumbok,2020-07-01,0,0,0
Jeti Menumbok,2020-08-01,0,0,0
Jeti Menumbok,2020-09-01,0,0,0
Jeti Menumbok,2020-10-01,0,0,0
Jeti Menumbok,2020-11-01,0,0,0
Jeti Menumbok,2020-12-01,0,0,0
Jeti Menumbok,2021-01-01,0,0,0
Jeti Menumbok,2021-02-01,0,0,0
Jeti Menumbok,2021-03-01,0,0,0
Jeti Menumbok,2021-04-01,0,0,0
Jeti Menumbok,2021-05-01,0,0,0
Jeti Menumbok,2021-06-01,0,0,0
Jeti Menumbok,2021-07-01,0,0,0
Jeti Menumbok,2021-08-01,0,0,0
Jeti Menumbok,2021-09-01,0,0,0
Jeti Menumbok,2021-10-01,0,0,0
Jeti Menumbok,2021-11-01,0,0,0
Jeti Menumbok,2021-12-01,0,0,0
Jeti Menumbok,2022-01-01,0,0,0
Jeti Menumbok,2022-02-01,0,0,0
Jeti Menumbok,2022-03-01,0,0,0
Jeti Menumbok,2022-04-01,0,0,0
Jeti Menumbok,2022-05-01,0,0,0
Jeti Menumbok,2022-06-01,0,0,0
Jeti Menumbok,2022-07-01,0,0,0
Jeti Menumbok,2022-08-01,0,0,0
Jeti Menumbok,2022-09-01,0,0,0
Jeti Menumbok,2022-10-01,0,0,0
Jeti Menumbok,2022-11-01,0,0,0
Jeti Menumbok,2022-12-01,2,1,1
Jeti Menumbok,2023-01-01,0,0,0
Jeti Menumbok,2023-02-01,0,0,0
Jeti Menumbok,2023-03-01,0,0,0
Jeti Menumbok,2023-04-01,0,0,0
Jeti Menumbok,2023-05-01,0,0,0
Jeti Menumbok,2023-06-01,0,0,0
Jeti Menumbok,2023-07-01,2,1,1
Jeti Menumbok,2023-08-01,0,0,0
Jeti Menumbok,2023-09-01,0,0,0
Jeti Menumbok,2023-10-01,0,0,0
Jeti Menumbok,2023-11-01,0,0,0
Jeti Pasir Gudang,2020-01-01,19241,11793,7448
Jeti Pasir Gudang,2020-02-01,17678,11016,6662
Jeti Pasir Gudang,2020-03-01,11165,6859,4306
Jeti Pasir Gudang,2020-04-01,34,21,13
Jeti Pasir Gudang,2020-05-01,0,0,0
Jeti Pasir Gudang,2020-06-01,7,4,3
Jeti Pasir Gudang,2020-07-01,10,5,5
Jeti Pasir Gudang,2020-08-01,5,2,3
Jeti Pasir Gudang,2020-09-01,42,29,13
Jeti Pasir Gudang,2020-10-01,1,0,1
Jeti Pasir Gudang,2020-11-01,19,8,11
Jeti Pasir Gudang,2020-12-01,18,7,11
Jeti Pasir Gudang,2021-01-01,19,6,13
Jeti Pasir Gudang,2021-02-01,18,13,5
Jeti Pasir Gudang,2021-03-01,75,43,32
Jeti Pasir Gudang,2021-04-01,38,24,14
Jeti Pasir Gudang,2021-05-01,26,18,8
Jeti Pasir Gudang,2021-06-01,12,9,3
Jeti Pasir Gudang,2021-07-01,5,4,1
Jeti Pasir Gudang,2021-08-01,9,7,2
Jeti Pasir Gudang,2021-09-01,12,8,4
Jeti Pasir Gudang,2021-10-01,20,12,8
Jeti Pasir Gudang,2021-11-01,37,18,19
Jeti Pasir Gudang,2021-12-01,145,43,102
Jeti Pasir Gudang,2022-01-01,796,135,661
Jeti Pasir Gudang,2022-02-01,364,101,263
Jeti Pasir Gudang,2022-03-01,235,150,85
Jeti Pasir Gudang,2022-04-01,3863,1524,2339
Jeti Pasir Gudang,2022-05-01,6866,3957,2909
Jeti Pasir Gudang,2022-06-01,12491,7635,4856
Jeti Pasir Gudang,2022-07-01,13140,7974,5166
Jeti Pasir Gudang,2022-08-01,13982,9017,4965
Jeti Pasir Gudang,2022-09-01,17222,10966,6256
Jeti Pasir Gudang,2022-10-01,13589,8611,4978
Jeti Pasir Gudang,2022-11-01,14023,8884,5139
Jeti Pasir Gudang,2022-12-01,8816,5397,3419
Jeti Pasir Gudang,2023-01-01,9252,5733,3519
Jeti Pasir Gudang,2023-02-01,7295,4377,2918
Jeti Pasir Gudang,2023-03-01,8974,5339,3635
Jeti Pasir Gudang,2023-04-01,5703,3110,2593
Jeti Pasir Gudang,2023-05-01,7650,4677,2973
Jeti Pasir Gudang,2023-06-01,7486,4504,2982
Jeti Pasir Gudang,2023-07-01,9295,5871,3424
Jeti Pasir Gudang,2023-08-01,5650,3332,2318
Jeti Pasir Gudang,2023-09-01,5067,2762,2305
Jeti Pasir Gudang,2023-10-01,5927,3274,2653
Jeti Pasir Gudang,2023-11-01,6128,3383,2745
Jeti Port Dickson,2020-01-01,3398,2184,1214
Jeti Port Dickson,2020-02-01,3259,2150,1109
Jeti Port Dickson,2020-03-01,1694,1141,553
Jeti Port Dickson,2020-04-01,1,1,0
Jeti Port Dickson,2020-05-01,0,0,0
Jeti Port Dickson,2020-06-01,0,0,0
Jeti Port Dickson,2020-07-01,0,0,0
Jeti Port Dickson,2020-08-01,0,0,0
Jeti Port Dickson,2020-09-01,0,0,0
Jeti Port Dickson,2020-10-01,0,0,0
Jeti Port Dickson,2020-11-01,0,0,0
Jeti Port Dickson,2020-12-01,0,0,0
Jeti Port Dickson,2021-01-01,0,0,0
Jeti Port Dickson,2021-02-01,0,0,0
Jeti Port Dickson,2021-03-01,0,0,0
Jeti Port Dickson,2021-04-01,0,0,0
Jeti Port Dickson,2021-05-01,0,0,0
Jeti Port Dickson,2021-06-01,0,0,0
Jeti Port Dickson,2021-07-01,0,0,0
Jeti Port Dickson,2021-08-01,0,0,0
Jeti Port Dickson,2021-09-01,0,0,0
Jeti Port Dickson,2021-10-01,0,0,0
Jeti Port Dickson,2021-11-01,0,0,0
Jeti Port Dickson,2021-12-01,0,0,0
Jeti Port Dickson,2022-01-01,0,0,0
Jeti Port Dickson,2022-02-01,0,0,0
Jeti Port Dickson,2022-03-01,0,0,0
Jeti Port Dickson,2022-04-01,6,5,1
Jeti Port Dickson,2022-05-01,2778,1806,972
Jeti Port Dickson,2022-06-01,5760,4021,1739
Jeti Port Dickson,2022-07-01,6090,4057,2033
Jeti Port Dickson,2022-08-01,7508,5244,2264
Jeti Port Dickson,2022-09-01,6848,4706,2142
Jeti Port Dickson,2022-10-01,7422,5074,2348
Jeti Port Dickson,2022-11-01,6805,4590,2215
Jeti Port Dickson,2022-12-01,7009,4512,2497
Jeti Port Dickson,2023-01-01,8081,5576,2505
Jeti Port Dickson,2023-02-01,9828,6595,3233
Jeti Port Dickson,2023-03-01,8450,5520,2930
Jeti Port Dickson,2023-04-01,4340,2174,2166
Jeti Port Dickson,2023-05-01,14303,10163,4140
Jeti Port Dickson,2023-06-01,5034,3303,1731
Jeti Port Dickson,2023-07-01,6499,4501,1998
Jeti Port Dickson,2023-08-01,7275,4710,2565
Jeti Port Dickson,2023-09-01,6045,3875,2170
Jeti Port Dickson,2023-10-01,5098,3048,2050
Jeti Port Dickson,2023-11-01,5535,3388,2147
Jeti Tioman,2020-01-01,4,2,2
Jeti Tioman,2020-02-01,10,8,2
Jeti Tioman,2020-03-01,3,3,0
Jeti Tioman,2020-04-01,0,0,0
Jeti Tioman,2020-05-01,0,0,0
Jeti Tioman,2020-06-01,0,0,0
Jeti Tioman,2020-07-01,0,0,0
Jeti Tioman,2020-08-01,0,0,0
Jeti Tioman,2020-09-01,1,1,0
Jeti Tioman,2020-10-01,0,0,0
Jeti Tioman,2020-11-01,0,0,0
Jeti Tioman,2020-12-01,0,0,0
Jeti Tioman,2021-01-01,0,0,0
Jeti Tioman,2021-02-01,0,0,0
Jeti Tioman,2021-03-01,0,0,0
Jeti Tioman,2021-04-01,0,0,0
Jeti Tioman,2021-05-01,0,0,0
Jeti Tioman,2021-06-01,0,0,0
Jeti Tioman,2021-07-01,0,0,0
Jeti Tioman,2021-08-01,0,0,0
Jeti Tioman,2021-09-01,0,0,0
Jeti Tioman,2021-10-01,0,0,0
Jeti Tioman,2021-11-01,0,0,0
Jeti Tioman,2021-12-01,0,0,0
Jeti Tioman,2022-01-01,0,0,0
Jeti Tioman,2022-02-01,0,0,0
Jeti Tioman,2022-03-01,0,0,0
Jeti Tioman,2022-04-01,41,31,10
Jeti Tioman,2022-05-01,91,72,19
Jeti Tioman,2022-06-01,45,35,10
Jeti Tioman,2022-07-01,83,65,18
Jeti Tioman,2022-08-01,190,141,49
Jeti Tioman,2022-09-01,226,158,68
Jeti Tioman,2022-10-01,129,91,38
Jeti Tioman,2022-11-01,5,4,1
Jeti Tioman,2022-12-01,0,0,0
Jeti Tioman,2023-01-01,0,0,0
Jeti Tioman,2023-02-01,2,1,1
Jeti Tioman,2023-03-01,3,2,1
Jeti Tioman,2023-04-01,218,148,70
Jeti Tioman,2023-05-01,151,112,39
Jeti Tioman,2023-06-01,184,126,58
Jeti Tioman,2023-07-01,73,57,16
Jeti Tioman,2023-08-01,108,73,35
Jeti Tioman,2023-09-01,149,103,46
Jeti Tioman,2023-10-01,143,110,33
Jeti Tioman,2023-11-01,47,31,16
Kawasan Pelabuhan Sematan,2020-01-01,92,70,22
Kawasan Pelabuhan Sematan,2020-02-01,64,56,8
Kawasan Pelabuhan Sematan,2020-03-01,48,42,6
Kawasan Pelabuhan Sematan,2020-04-01,0,0,0
Kawasan Pelabuhan Sematan,2020-05-01,0,0,0
Kawasan Pelabuhan Sematan,2020-06-01,2,2,0
Kawasan Pelabuhan Sematan,2020-07-01,1,1,0
Kawasan Pelabuhan Sematan,2020-08-01,0,0,0
Kawasan Pelabuhan Sematan,2020-09-01,0,0,0
Kawasan Pelabuhan Sematan,2020-10-01,1,1,0
Kawasan Pelabuhan Sematan,2020-11-01,0,0,0
Kawasan Pelabuhan Sematan,2020-12-01,0,0,0
Kawasan Pelabuhan Sematan,2021-01-01,0,0,0
Kawasan Pelabuhan Sematan,2021-02-01,0,0,0
Kawasan Pelabuhan Sematan,2021-03-01,0,0,0
Kawasan Pelabuhan Sematan,2021-04-01,0,0,0
Kawasan Pelabuhan Sematan,2021-05-01,0,0,0
Kawasan Pelabuhan Sematan,2021-06-01,0,0,0
Kawasan Pelabuhan Sematan,2021-07-01,0,0,0
Kawasan Pelabuhan Sematan,2021-08-01,0,0,0
Kawasan Pelabuhan Sematan,2021-09-01,0,0,0
Kawasan Pelabuhan Sematan,2021-10-01,0,0,0
Kawasan Pelabuhan Sematan,2021-11-01,0,0,0
Kawasan Pelabuhan Sematan,2021-12-01,0,0,0
Kawasan Pelabuhan Sematan,2022-01-01,0,0,0
Kawasan Pelabuhan Sematan,2022-02-01,0,0,0
Kawasan Pelabuhan Sematan,2022-03-01,0,0,0
Kawasan Pelabuhan Sematan,2022-04-01,0,0,0
Kawasan Pelabuhan Sematan,2022-05-01,0,0,0
Kawasan Pelabuhan Sematan,2022-06-01,0,0,0
Kawasan Pelabuhan Sematan,2022-07-01,0,0,0
Kawasan Pelabuhan Sematan,2022-08-01,0,0,0
Kawasan Pelabuhan Sematan,2022-09-01,0,0,0
Kawasan Pelabuhan Sematan,2022-10-01,0,0,0
Kawasan Pelabuhan Sematan,2022-11-01,0,0,0
Kawasan Pelabuhan Sematan,2022-12-01,2,2,0
Kawasan Pelabuhan Sematan,2023-01-01,0,0,0
Kawasan Pelabuhan Sematan,2023-02-01,0,0,0
Kawasan Pelabuhan Sematan,2023-03-01,0,0,0
Kawasan Pelabuhan Sematan,2023-04-01,0,0,0
Kawasan Pelabuhan Sematan,2023-05-01,0,0,0
Kawasan Pelabuhan Sematan,2023-06-01,0,0,0
Kawasan Pelabuhan Sematan,2023-07-01,0,0,0
Kawasan Pelabuhan Sematan,2023-08-01,0,0,0
Kawasan Pelabuhan Sematan,2023-09-01,0,0,0
Kawasan Pelabuhan Sematan,2023-10-01,1,1,0
Kawasan Pelabuhan Sematan,2023-11-01,1,1,0
Kerteh,2020-01-01,0,0,0
Kerteh,2020-02-01,1,1,0
Kerteh,2020-03-01,1,1,0
Kerteh,2020-04-01,0,0,0
Kerteh,2020-05-01,0,0,0
Kerteh,2020-06-01,0,0,0
Kerteh,2020-07-01,0,0,0
Kerteh,2020-08-01,0,0,0
Kerteh,2020-09-01,0,0,0
Kerteh,2020-10-01,0,0,0
Kerteh,2020-11-01,0,0,0
Kerteh,2020-12-01,0,0,0
Kerteh,2021-01-01,0,0,0
Kerteh,2021-02-01,0,0,0
Kerteh,2021-03-01,0,0,0
Kerteh,2021-04-01,0,0,0
Kerteh,2021-05-01,0,0,0
Kerteh,2021-06-01,0,0,0
Kerteh,2021-07-01,0,0,0
Kerteh,2021-08-01,0,0,0
Kerteh,2021-09-01,0,0,0
Kerteh,2021-10-01,0,0,0
Kerteh,2021-11-01,0,0,0
Kerteh,2021-12-01,0,0,0
Kerteh,2022-01-01,0,0,0
Kerteh,2022-02-01,0,0,0
Kerteh,2022-03-01,0,0,0
Kerteh,2022-04-01,0,0,0
Kerteh,2022-05-01,0,0,0
Kerteh,2022-06-01,0,0,0
Kerteh,2022-07-01,0,0,0
Kerteh,2022-08-01,0,0,0
Kerteh,2022-09-01,0,0,0
Kerteh,2022-10-01,0,0,0
Kerteh,2022-11-01,0,0,0
Kerteh,2022-12-01,0,0,0
Kerteh,2023-01-01,0,0,0
Kerteh,2023-02-01,0,0,0
Kerteh,2023-03-01,0,0,0
Kerteh,2023-04-01,0,0,0
Kerteh,2023-05-01,0,0,0
Kerteh,2023-06-01,2,2,0
Kerteh,2023-07-01,0,0,0
Kerteh,2023-08-01,0,0,0
Kerteh,2023-09-01,0,0,0
Kerteh,2023-10-01,0,0,0
Kerteh,2023-11-01,0,0,0
LT Batu Berendam,2020-01-01,970,450,520
LT Batu Berendam,2020-02-01,503,239,264
LT Batu Berendam,2020-03-01,3,3,0
LT Batu Berendam,2020-04-01,0,0,0
LT Batu Berendam,2020-05-01,0,0,0
LT Batu Berendam,2020-06-01,0,0,0
